C_ID,T_ID,Text,Completion
328,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 1?4oÐ ?®°¡ ?ø±? Æ?3aμ??? ¿?· ? 3?4??
유저0: °? ±×·? μ? o?.
유저0: (A)(B)(C)(D)(E)(F)(G)(H)(I)(J)(K)(L)(M)(N)(O)(P)(Q)(R)(S)(T)(U)(V)(W)(X)(Y)(Z)","도배/스팸,도배/스팸,도배/스팸"
329,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 무슨 낯짝으로 기어들어와... 무도 힘들때 팽하고 나간 돈육새끼가",욕설/비하/모욕
330,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 중국은 절대로 대국이 못된다 상대가치할 종류가 아니다.,
유저1: YG백이 자한당이라 든든해서 걱정없어 구속? 안돼 승리 구속안되는거봤자나 여기 대한민국이야,
유저2: 편집하는사람이 뉴스장면 아무거나 고른거일수도 있지;;; 하여간 한국사람들은 '세월호'얘기만 나오면 너무 예민해서 탈이야.. 안그래요 여러분?? 그런다고 박근혜님 석방이 되는것도 아닌데,
유저3: 고령 여자를 그렇게 괴롭혔으면 적당히좀 그만 해라 이 피도 눈물도 없는 작자들아...,
유저0: 강인욱아버지는 후처에게는 폭력안써는지 붙어서 잘사네 ~~ㅋ,
유저1: 이런 시상식에서 문재인을 왜 언급. 하나님께 감사하다는거 보다 더 수준 떨어진다.","중립,성희롱/혐오,중립,중립,중립,성희롱/혐오"
331,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 이새기는 뭔데 하루에 하나 뉴스가뜨냐,
유저1: 틀딱들이 자살해주면 저 수치가 내려갑니다 모두들 애국을 위해 자살해주세요,
유저0: ㅋㅋㅋㅋㅋㄴㅋㄴㄴㄴ,
유저0: 근데 어디 육씨에요???? 조상님이 누구세염?,
유저0: 세금 납부 거부해야된다 ㅅㅂ ㄴ놈들 ㅃ갱이 정부,
유저0: 토착왜구는 라는 언어는 뒈지가 자주쓰던데,,, 언어가같으면 한패거리쟜냐? 간첩이니???,
유저2: 너무 민족주의 입장에서만 보는거 아니냐? 나치마크도 패션으로 하고 다니는 외국인들 많던데문화적으로 저사람은 그냥 미국인이다.그런거 감안하면 그냥 튜터링 정도로 끝내면 되는데 그놈의 욱일기때문에 사람 인격 짓밟는건 생각도 안하냐 ㅋㅋ,
유저3: 강씨도 더큰 문제지만 여자가 남자집에서 술먹고 잔다는건 무슨의미일까?","욕설/비하/모욕,성희롱/혐오,중립,중립,욕설/비하/모욕,성희롱/혐오,중립,중립"
332,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 역쉬 여잔 일본여자야 조낸 이쁘네,
유저1: 점점 임신이 어려운 이유가 뭘까? 자연환경? 아님 늦은 결혼? 동물은 안쓰는 기능들은 점점 퇴화해서 기능을 잃는다는데 사람들도 점점 애도 안낳고 하니까 번식 기능도 퇴화되는 건가?,
유저0: 관종의 끝판왕 꼴보기싫다 생긴대로 논다,
유저1: 쪽바리는 조만간 사상 최대로 한번 더 큰 지진이와서 내려 앉아야버려야돼,
유저0: 존나 어이없네 개새기들 피타입은 퇴물이라고 놀리더니맫씨는 왜 응원하냐?,
유저0: 이수민 꽃길만걷자,
유저1: 니 나이에 무슨 팬이냐,
유저0: 문빠 탈출은 지능순입니다,
유저1: 1시간이 정말 순삭~~주말은 ""대군""으로 채널고정!!,
유저0: 예쁘긴한데 사진을 이상하게 찍었나? 자연스럽지가 않다","중립,중립,성희롱/혐오,성희롱/혐오,욕설/비하/모욕,중립,성희롱/혐오,성희롱/혐오,중립,중립"
333,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 오징어 냄새 진동하네.,
유저1: 크 토착왜구 가짜뉴스 오지네,
유저2: 마지막에 너무 슬펐어요. ㅠㅠ,
유저3: 얘들아 도깨비하고 비교해도됨,
유저4: 우리나라 기독교 는 종교단체가 아닌 대기업일 뿐이다.,
유저5: 못생긴걸 못생겻다 하지 그것도 죄가되냐?,
유저6: 짱깨가 짱깨했는데 무슨 문제라도?","중립,성희롱/혐오,중립,중립,성희롱/혐오,중립,성희롱/혐오"
334,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 조선족들이 일부러 댓글 열어놓는 코스프레 하는 거 이미 다 들켰어. cooz****야.,
유저0: 이제부터 남자건 여자건 문신있는 사람 거르게됐다.,
유저1: 근데 술집여자아님?,
유저1: 보면서느끼는건데 멤버끼리도 어짜피 벌칙자는 재라고하며웃음을만드는건..보면서 식상해지네요,
유저2: 댓글들 왜 그러냐 모든 것을 다 퍼주기로 환원시키네 일차원적 늙은이들 불쌍하다,
유저2: 응 듣보잡 빠순이들 공부나해^^,
유저0: 얼굴에 주사 좀 맞고 살쪘다고 하면 되는데,
유저1: 와...사람들 진짜 너무하다. 평소에 정용화 좋아한 적도 없고 오히려 비호감이었는데도 베댓들 이해안됨. 그냥 정용화가 앞으로 무슨 선택을 해도 밉상이라그러면서 욕할 것 같네ㅋ분명 잘못한 건 맞는데 이 정도로 씹히고 까여야 되나?다들 적당히 좀..ㅋㅋㅋㅋ,
유저0: 전라도 신천지는 서울에 다 숨었냐?,
유저0: 박하나씨와 오지은씨는 넘 닮아서 못 알아보겠어요","중립,중립,중립,중립,중립,성희롱/혐오,중립,중립,중립,중립"
335,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: dore****니가 틀딱인가보지 시바견아,
유저0: 신나게 놀았으니 신나게 감방가야지,
유저0: 문재앙 말살,이만희 말살, 문천지교 말살,신천지 말살,
유저0: 결국 오늘도 밤을 샜넹ㅠㅠ 담주 금욜까지 어캐 기다려ㅠㅠ,
유저0: 저러고 공항 활보한거임..?","욕설/비하/모욕,중립,성희롱/혐오,중립,중립"
336,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 또 아저씨들 이거보고 20살 어린애들한테 찝쩍댈까봐,
유저1: 원년 멤버 나와서 토크쇼라도 했으면","중립,중립"
337,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 이래서 전라도 광주는 믿고 거르는거다,
유저1: 이아줌마 좀 안나왔으면,
유저1: 이넘은 쪽바리구닌 그냥 얼굴좀 들이밀지말고 쳐박혀라,
유저0: 재앙이가 시키디 그시간에 꼭 가서 받으라고?","성희롱/혐오,중립,성희롱/혐오,성희롱/혐오"
338,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 할머니 세대땐 7~10도 낳았는데5은 기본이고...세월이 편해지고 사람들도 편해졌고...,
유저0: 진짜기성용기사는 지겹다 지겨워 언론에서는 애를왜이리자꾸 띄워주는거냐,
유저1: 동작 그만 밑장빼기냐? 내 패하고 정마담 패를 밑에서 뺏지. 내가 빙다리 핫바지로 보이냐?,
유저0: 고현정 안나오니 속이 시원하네,
유저2: 이분 넘 멋있어,
유저1: 으따매...둘다 얼굴봐라...완전부자연스런 괴물들","중립,중립,중립,중립,중립,성희롱/혐오"
339,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 조세호 무도 잘맞어~~양세형이 좀 밉상이지만ㅋ 형들한테 깐죽깐죽 거리는게ㅋ 자우지간 정형돈 길 노홍철보다는 낫다 정형돈 무도만 못나오고 다른방송은 겁나 잘하더만 여행은 매일가고~~그거 비행기 오래타도 힘들텐데~~,
유저1: 시즌3은 절대 장사꾼이나 연예인 지망생은 출연 시키지마라~~!!,
유저2: 여성 국회의원도 생리대 사용하나요? 티가안나,
유저1: 저 여자 얼굴보니 관상이 살기가 있네 무덤덤하네 사람을 그렇게 잔인하게 죽여놓고","중립,중립,중립,중립"
340,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 남자가 이렇게 속이 좁아서야... ㅉㅉ,
유저1: 웃음폭탄은 박나래였는데 언플은 sm 유노윤호가ㅋㅋ,
유저0: 아들은 김씬데 아빠는 호씨네 족보가 어케 되는겨? ㄷㄷ,
유저1: 윤여정이랑 요리할때 머리 좀.. 두건이나 모자 좀 쓰지.. 위생관념이..;;,
유저1: 지얼굴에 침뱃을 수야 없지","성희롱/혐오,중립,중립,중립,중립"
341,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 응 싫어 내려가 절라인간..외국인선교사 샤를르달레 (조선교회사)""전라도에는 양반이 거의없다.그주민들은 다른 조선사람들로부터,버릇없고 언행이 천박하면서 위선적이며 자기들의 이익만 구하고 덕만볼수 있다면 언제고 배반행위도 서슴치않고 할사람들이라고 간주되고 있다."",
유저0: 와 여기 댓글들 무섭다 무서워 ㅋㅋㅋ무슨 세상불만 여기다 다 쏟아내는듯 ㅋㅋㅋㅋ엄한사람 욕하지마세요본인 얼굴로 다시 되돌아옵니다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
유저1: 재앙이와함께 순장시킵시다 이번에 미국갈때 재앙이 떨어져죽음 살려준다,
유저0: 또 시작이야?? 발전없는 색히들 ...","성희롱/혐오,중립,성희롱/혐오,욕설/비하/모욕"
342,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 대통 딸부터 해서 해외 이주가 유행,
유저0: 왜 얼굴가지고 난리야; 요즘 아이돌이 얼굴로만 먹고사나,
유저0: 넌 뚱꾸녘으로 밥 처먹냐~~~닝기리시키,
유저0: ㅋㅋ 임신한 돼지인가 ㅋㅋ 물론 북돼지 ㅎㅎ,
유저0: 댓글보면 30~40 대 할일없는 여편네들...살발하네...병이다. 병...치료들받아라,
유저0: 오래안가겠네","중립,중립,욕설/비하/모욕,성희롱/혐오,성희롱/혐오,중립"
343,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 한.녀충들은 길가다가 나가 뒤.1지는게 정답",성희롱/혐오
344,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 전라도는 믿고 거르면 된다,
유저1: 이야 50대 틀딱들 좌표찍었네.ㅋㅋ,
유저0: 버닝이 조용했던 큰 이유네 ㅋㅋㅋ역시 개씨입 재앙정부다,
유저2: ・。゜ ゜。゜・・゜ ・。゜ ゜゜。。゜・。。。゜・。・반란홍어정권이 탄저균백신 구입 실화냐???? 현대비자금 혈세 북핵자금 바치고 중공이 시킨대로 북핵방어사드 폐기하고 국민에겐 북한남침 없다며 퍼주고 국민 죽어나가는 이 시국에 종북홍어정권 지들만 살겠다고 지들은 북한이 남침한다고 생각해서 탄저균백신을 몰래 맞아놔??????? 진짜 이 미친 반란홍어정권은 중국공산당 멀티다!!!。。。゜・゜・。゜ ゜。゜・・゜,
유저3: 트와이스 채영인줄 서인영도 보이고,
유저4: 댓글들 왜이리 못났냐,
유저2: Yg에서 별 대응 없으니까 여자네 소속사도 말못하고 확인중이라며 간보나보다 ㅋㅋㅋㅋㅋ","성희롱/혐오,성희롱/혐오,욕설/비하/모욕,성희롱/혐오,중립,중립,중립"
345,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 백종원이 밥도 해주나바.... 결혼잘했네.. 암만 요리하는 남자라도 집에선 상전노릇 하려는 인간들 않은데...,
유저0: 팬아닌 아재들이 젤 관심 많네 댓글까 보면 걸그룹 빠돌이들ㅋㅋㅋㅋ,
유저1: 아직 반전 남아있을듯..약 공급책이 형사의 압박에 못이겨 함정수사를 돕긴 했지만, 본인도 양심의 가책을 느껴 그냥 마약처럼 보이는 주사기를 건냈을 듯. 즉 한양이가 투여한 건 진짜 마약이 아니었기 때문에, 조사 후 약물반응이 나오지 않아서 풀려날 듯!,
유저1: 자 승리도 증거인멸 정황 나왔지 언제 구속할래 경찰색히들아!!!!!,
유저0: 문재인과 좌파들아 백마 똥이나 주워먹어라 겁먹은 청와대 개야,
유저2: 잘가라 마초맨,
유저0: 양아치가 좌빨 등에 업고 지 랄헌다..어지간히 설치라","중립,중립,중립,욕설/비하/모욕,성희롱/혐오,중립,욕설/비하/모욕"
346,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 조이때문에 망한게 50%,
유저0: 피부도 너무 백옥같고 이쁨ㅎㅎㅎ 얼굴 절대 고치지마요~흔한 ㅅㅎ녀보다 훨씬 매력있어요,
유저0: 여자문제로 여자 쥑이고 남자도 쥑일라켔네,
유저0: 사겨라 그냥...넘나어울린다,
유저1: 빙고. 그러니까 쥐닭년 깜빵에서 살지","중립,중립,중립,중립,욕설/비하/모욕"
347,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 여자들은 이딴 걸 왜 보고 자빠졌냐? 하여간 나라 지력 떨어뜨리는데 뭐 있음.,
유저1: 만새기.. 흔한어종,
유저1: 얼마나 일자리가 없으면 저길들어가냐ㅋㅋㄱ 시청율로 망햇던데,
유저2: 기사가 ㅃㅅ라 봤더니 여기자네ㅎㅎ ㄹㅇ 과학,
유저3: 그래 앞으로 제대로 알아보고 까불어라,
유저3: 나 쟤들이 여자인지 댓글보고 알았다 ㅋㅋ,
유저0: 호르몬약 엄청 먹겠군,
유저1: 30 40대인척하는 밑에 틀딱들 댓글 극혐ㅋㅋ 조국지지합니다,
유저3: 명성교회 = 사이비 이단","성희롱/혐오,중립,중립,욕설/비하/모욕,중립,욕설/비하/모욕,중립,성희롱/혐오,성희롱/혐오"
348,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 이수봐라 10년이 넘었어도 못나오는거..,
유저1: 2탄 하자,
유저1: 난 효린 섹시하던데,
유저0: 석열이형 생긴거도 잘생것다,
유저1: 고현정 스태프 150명 롱패딩 선물 화장품 까지..우짜노 고씨 심정 어떨까ㅋㅋㅋ아줌마 잘가요~~,
유저1: 미친정부 자국민은?,
유저2: 쿵쾅이들이 판을치는구나 아휴","중립,중립,중립,중립,중립,중립,성희롱/혐오"
349,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 일본애들 겁나까도 트와이스 미나 모모 사나도일본인인데 인기 겁나 많다 .. 결국엔 한국어 실력과 인성 바른모습 플러스 약간의 애교만 장착해도인기는 겁나 많을거라 본다 ㅋㅋㅋ우익이네 뭐네 까는데 남돌논란 있을때 그렇게좀 까봐라 ㅋㅋ 여자애들만나오면 득달같어 ㅋㅋ,
유저0: 저양반도 결국 문재앙 아바타네 ㅉㅉ","성희롱/혐오,성희롱/혐오"
350,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 진짜손예진연기짱 볼때마다 이쁘다ㅠ,
유저1: 제왑이 뭐가 잘못이야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아니 저런거 얼마나 철저한 회산데 ㅋㅋㅋㅋㅋ조권 ㅈㅓ ㅅ ㅐㄲ ㅣ가 아주 누굴 물고 넘어져,
유저1: 왜 아시아 영화에 순위를 주지? 짱깨나라는 없넹?,
유저2: 엑소팬입니다! 어딜가나 좋게 언급해주셔서 감사해요 결혼 축하드리고 더더 잘되시길!!","중립,욕설/비하/모욕,성희롱/혐오,중립"
351,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 조만간 또 두 번째 게스트로 써니 섭외하겠지?ㅋㅋㅋ,
유저1: 본토짱개들 니들 나라로 꺼져라!,
유저1: 기독교 다니는 사람들은 그게 문제다. 자신들 종교 믿으라고 하기전에 다른 종교 먼저 이해하길ㅎㅎ 무교입장에선 전부다 가짜인데 지들만 진짜인줄 알고 있으니 ㅉㅉ,
유저2: 그런데 하나같이 생긴게 탈코한 페미 같이 생겼지?! 바가지 머리로 깍으면 구분이 안가!,
유저1: 제발중국땅개들은 댓글쓰지말고 나가라 너네 나라 댓글이나 써라","중립,성희롱/혐오,성희롱/혐오,중립,성희롱/혐오"
352,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 잘난놈은 여자이상을 꿈꾼다더니..양성애자인가?,
유저0: 역시 울나라 언론 적폐1순의,
유저1: 의그.빠순이들.ㅋ,
유저0: 이미 보냈으면 영재구만","중립,중립,중립,중립"
353,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 그래 니 낙하산이라서 좋겠다 ㅋㅋㅋㅋㅋㅋ,
유저0: 얘들 보니까 필동 국수집 아줌마는 양반이었네~ㅋㅋㅋ아줌마 욕해서 죄송해요..ㅋ,
유저1: 모자 좀 벗었으면 싶었어요.집안에서 답답하잖아요~,
유저2: 도배 작작해라 관심 없으니까,
유저1: 이영화는 심야때봐야한다 낮에보면 급식들때문에 집중못할테니깐,
유저0: 열라우리당? 병,..신 어느 시대를 사냐? 나경원같은 놈","중립,중립,중립,중립,성희롱/혐오,욕설/비하/모욕"
354,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 걍 재미로 보면대지 하나하나 드럽게 따졌쌌네 난 니들 지적들이 더 소름 돋아여기서 하나하나 따지는것들 실제로 친구 아닌것만으로도 행복햇 피곤해서 나들이랑 어디 같이 있겄냐,
유저0: 어딘가 손본거 같은데...눈도 더커지고 이마도 볼록~뭐 더이뻐지면 된거지,
유저1: 기사낼게 그렇게없냐 중국인 소식알고싶지않다,
유저0: 온국민이 저년을 갈기갈기 찢어서 죽이자,
유저1: Tvn jtbc 보면된다,
유저2: 문재앙이 살지요 북조선에,
유저3: 사스가! 한녀충! 심신미약까지 가지가지한다!,
유저3: 죽은예능인도 살려낸다는 나피디를 믿습니다! ㅋㅋㅋ,
유저2: 동생 표정 졸라띠껍네,
유저2: 저기 나간 틀딱들은 죄다 고려장 해야된다","중립,중립,중립,욕설/비하/모욕,중립,중립,성희롱/혐오,중립,욕설/비하/모욕,성희롱/혐오"
